Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026
AIJ-101711,Software Developer,Education,India,Bachelor,13,0.5,0.93,Hybrid,67319,Medium,43,46,Medium,Low,4.98,Yes,4.53,Growing
AIJ-101712,Teacher,Government,Germany,Master,9,0.12,0.25,Hybrid,167973,Medium,37,51,Enterprise,Moderate,4.63,Yes,1.28,Declining
AIJ-101713,Robotics Engineer,Government,Germany,Bachelor,3,0.85,0.37,Yes,52984,High,22,42,Startup,Low,2.16,No,3.93,Stable
AIJ-101714,DevOps Engineer,Retail,Singapore,Master,22,0.14,0.83,Yes,93820,High,-8,59,Startup,Low,2.2,Yes,2.22,Growing
AIJ-101715,DevOps Engineer,Media,UAE,PhD,20,0.52,0.97,Hybrid,46431,Low,1,54,Startup,Moderate,3.7,No,4.45,Declining
AIJ-101716,Business Analyst,Education,India,Master,4,0.63,0.72,Yes,97059,Low,16,41,Startup,Low,4.41,No,4.37,Declining
AIJ-101717,Healthcare Analyst,Transportation,Japan,Master,4,0.23,0.39,Yes,126046,High,20,54,Startup,High,4.04,Yes,3.39,Stable
AIJ-101718,Data Engineer,Government,Singapore,PhD,22,0.75,0.76,Hybrid,187262,Medium,21,43,Medium,High,3.31,No,4.46,Declining
AIJ-101719,Digital Marketer,Government,UAE,Bachelor,1,0.53,0.62,No,180407,High,20,37,Startup,Moderate,3.08,No,2.28,Growing
AIJ-101720,Data Scientist,Transportation,Japan,PhD,24,0.3,0.63,No,209723,High,33,31,Startup,High,3.9,Yes,2.39,Stable
AIJ-101721,Healthcare Analyst,Education,Australia,Bachelor,1,0.15,0.98,No,197132,Medium,42,39,Enterprise,Low,4.3,Yes,2.79,Growing
AIJ-101722,Data Scientist,Finance,USA,PhD,20,0.33,0.53,Yes,149560,Medium,2,44,Enterprise,High,2.84,Yes,3.75,Stable
AIJ-101723,Blockchain Developer,Media,Japan,PhD,14,0.29,0.94,No,39440,High,22,57,Enterprise,High,4.92,Yes,3.58,Growing
AIJ-101724,UX Designer,Technology,Japan,Master,15,0.75,0.74,Yes,32398,Low,40,35,Medium,Moderate,2.32,No,2.47,Stable
AIJ-101725,DevOps Engineer,Energy,UAE,High School,16,0.91,0.98,No,174690,Medium,7,34,Medium,Low,4.31,No,4.29,Stable
AIJ-101726,Product Manager,Transportation,UAE,High School,7,0.12,0.84,Yes,60794,Low,10,44,Startup,High,2.86,No,1.9,Declining
AIJ-101727,IoT Specialist,Retail,Japan,High School,24,0.43,0.62,Yes,190842,High,39,31,Medium,Low,3.54,Yes,4.21,Stable
AIJ-101728,Cloud Architect,Healthcare,Germany,High School,2,0.47,0.42,Hybrid,168253,Medium,39,39,Startup,Low,2.74,No,4.69,Growing
AIJ-101729,AI Engineer,Technology,Germany,Master,7,0.59,0.91,No,154421,Medium,2,53,Startup,Moderate,4.66,No,2.18,Growing
AIJ-101730,Cloud Architect,Healthcare,Pakistan,Master,3,0.84,0.73,Hybrid,83871,Low,-3,48,Startup,High,2.41,No,1.05,Declining
AIJ-101731,Cybersecurity Analyst,Retail,India,Bachelor,20,0.08,0.89,No,76277,Medium,31,60,Startup,High,4.26,Yes,3.24,Growing
AIJ-101732,Healthcare Analyst,Government,Japan,Master,8,0.8,0.29,Hybrid,209678,Low,16,55,Enterprise,Low,3.6,No,2.26,Stable
AIJ-101733,Data Engineer,Healthcare,India,Master,1,0.7,0.69,Yes,45735,Low,-2,36,Medium,High,3.11,Yes,4.3,Growing
AIJ-101734,IoT Specialist,Manufacturing,USA,PhD,22,0.51,0.22,Hybrid,37344,High,-5,48,Enterprise,High,4.46,Yes,2.44,Stable
AIJ-101735,UX Designer,Retail,India,PhD,8,0.68,0.59,Hybrid,156464,Low,-8,39,Medium,Moderate,4.42,Yes,2.74,Stable
AIJ-101736,Financial Analyst,Education,UAE,PhD,18,0.91,0.73,Yes,125460,High,12,58,Enterprise,Moderate,3.96,No,1.08,Declining
AIJ-101737,Financial Analyst,Education,Japan,PhD,1,0.47,0.88,Yes,96396,Medium,-7,48,Enterprise,Low,2.42,No,2.87,Stable
AIJ-101738,IoT Specialist,Retail,Germany,High School,21,0.89,0.83,No,215247,Low,3,34,Medium,Low,3.95,Yes,4,Growing
AIJ-101739,Digital Marketer,Energy,Canada,PhD,18,0.46,0.65,No,70709,High,16,53,Medium,Moderate,4.78,No,3.42,Growing
AIJ-101740,Robotics Engineer,Finance,UAE,High School,16,0.7,0.77,Yes,159240,Low,44,34,Enterprise,Moderate,4.71,Yes,1.85,Declining
AIJ-101741,UX Designer,Technology,India,PhD,10,0.88,0.41,Hybrid,37968,Medium,-4,32,Startup,High,3.13,Yes,4.83,Declining
AIJ-101742,Robotics Engineer,Manufacturing,Japan,Master,5,0.59,0.23,Hybrid,200354,High,-2,44,Medium,Moderate,3.44,No,1.73,Growing
AIJ-101743,Business Analyst,Finance,UAE,Bachelor,19,0.73,0.85,No,149749,High,27,35,Startup,Moderate,2.36,Yes,1.55,Declining
AIJ-101744,Product Manager,Energy,Japan,PhD,25,0.61,0.95,No,212690,Low,45,45,Startup,Moderate,4.71,No,1.99,Declining
AIJ-101745,Financial Analyst,Technology,UAE,Bachelor,7,0.46,0.22,No,178988,Medium,44,56,Startup,Low,4.95,No,4.96,Stable
AIJ-101746,Blockchain Developer,Manufacturing,Japan,High School,16,0.1,0.97,Yes,71919,Medium,24,52,Startup,Low,3.82,No,1.6,Declining
AIJ-101747,Teacher,Manufacturing,Japan,PhD,24,0.93,0.47,Yes,94306,Low,5,36,Startup,Moderate,4.43,No,4.78,Declining
AIJ-101748,Data Engineer,Technology,Australia,High School,19,0.06,0.94,No,167828,Low,19,40,Startup,Low,4.86,No,1.49,Declining
AIJ-101749,IoT Specialist,Manufacturing,Pakistan,Master,0,0.49,0.48,Hybrid,213675,Medium,26,54,Startup,Moderate,3.01,No,3.47,Stable
AIJ-101750,Machine Learning Engineer,Media,Australia,Master,3,0.31,0.51,Hybrid,146736,Low,8,54,Enterprise,Low,2.12,Yes,3.61,Stable
AIJ-101751,Business Analyst,Retail,Japan,Bachelor,18,0.49,0.5,No,203643,Low,17,55,Enterprise,Moderate,3.35,Yes,2.77,Growing
AIJ-101752,Prompt Engineer,Energy,UAE,Bachelor,13,0.12,0.79,No,44313,Low,22,44,Enterprise,Low,3.96,No,3.15,Stable
AIJ-101753,Cloud Architect,Energy,India,Master,21,0.92,0.42,Hybrid,85774,High,23,34,Medium,Low,4.96,No,3.19,Stable
AIJ-101754,Blockchain Developer,Manufacturing,Australia,Bachelor,13,0.23,0.47,Hybrid,163421,High,-2,54,Startup,Low,4,Yes,2.88,Declining
AIJ-101755,Software Developer,Education,USA,High School,17,0.85,0.98,No,48970,Medium,32,46,Enterprise,Moderate,4.36,Yes,2.47,Declining
AIJ-101756,Data Scientist,Manufacturing,UAE,Bachelor,13,0.06,0.63,Hybrid,219786,High,-8,52,Startup,Low,2.61,No,1.29,Declining
AIJ-101757,Teacher,Government,UAE,PhD,0,0.44,0.94,Hybrid,99983,Medium,41,31,Medium,Low,2.07,No,4.75,Declining
AIJ-101758,IoT Specialist,Retail,India,Bachelor,12,0.76,0.78,Hybrid,50799,Medium,-5,51,Enterprise,High,4.48,No,1.95,Growing
AIJ-101759,Healthcare Analyst,Retail,Pakistan,PhD,13,0.69,0.83,Yes,31628,High,-1,39,Enterprise,High,3.5,Yes,2.1,Stable
AIJ-101760,Machine Learning Engineer,Energy,Germany,Master,21,0.71,0.6,Hybrid,153240,Low,-5,50,Startup,Low,2.61,Yes,3.3,Growing
AIJ-101761,Software Developer,Technology,India,Master,16,0.46,0.85,No,85475,Medium,16,44,Medium,Low,3.09,No,1.44,Stable
AIJ-101762,Cloud Architect,Energy,India,Master,14,0.58,0.38,Hybrid,52156,Medium,21,59,Enterprise,Moderate,4.26,No,4.73,Stable
AIJ-101763,Healthcare Analyst,Finance,Japan,PhD,9,0.56,0.3,No,161107,Medium,1,32,Medium,Moderate,2.19,No,3.12,Growing
AIJ-101764,Data Engineer,Manufacturing,USA,PhD,19,0.18,0.2,Yes,50186,High,42,47,Medium,High,2.7,No,4.14,Stable
AIJ-101765,Business Analyst,Government,USA,Bachelor,5,0.18,0.53,Yes,143191,Medium,5,31,Startup,Low,3.63,Yes,5,Declining
AIJ-101766,Data Scientist,Energy,Pakistan,Master,16,0.15,0.89,Hybrid,98903,Medium,11,46,Medium,Moderate,3.11,No,2.42,Growing
AIJ-101767,Blockchain Developer,Media,Germany,Master,2,0.6,0.94,No,120817,High,24,36,Enterprise,High,3.37,Yes,3.63,Stable
AIJ-101768,HR Specialist,Manufacturing,Singapore,PhD,21,0.64,0.36,No,172241,Low,19,50,Enterprise,Low,2.98,No,4.62,Growing
AIJ-101769,Robotics Engineer,Transportation,Australia,Bachelor,18,0.29,0.54,Yes,188009,Medium,41,58,Enterprise,High,2.85,No,3.1,Stable
AIJ-101770,AI Engineer,Healthcare,USA,Bachelor,20,0.44,0.65,No,188912,Low,28,54,Startup,High,4.36,No,4.42,Growing
AIJ-101771,Cybersecurity Analyst,Government,USA,Master,11,0.14,0.3,Hybrid,125769,Medium,0,56,Medium,High,2.81,Yes,1.6,Declining
AIJ-101772,Financial Analyst,Technology,Singapore,Bachelor,9,0.26,0.37,Yes,207763,High,-2,42,Startup,Moderate,2.72,Yes,4.82,Declining
AIJ-101773,Robotics Engineer,Healthcare,India,Bachelor,1,0.9,0.67,Yes,168163,Medium,23,39,Startup,Moderate,2.15,No,2.48,Growing
AIJ-101774,Teacher,Transportation,USA,Bachelor,8,0.58,0.94,No,178112,Low,9,59,Startup,Low,2.07,Yes,2.87,Declining
AIJ-101775,Digital Marketer,Transportation,Australia,Master,10,0.17,0.89,No,154443,Medium,15,32,Medium,Low,3.33,No,4.79,Stable
AIJ-101776,Cloud Architect,Manufacturing,Germany,Bachelor,25,0.21,0.51,Hybrid,142195,High,45,34,Enterprise,Moderate,2.54,Yes,4.33,Declining
AIJ-101777,HR Specialist,Technology,Australia,Bachelor,15,0.8,0.38,Hybrid,95420,High,24,49,Enterprise,Moderate,3.51,No,4.25,Stable
AIJ-101778,Blockchain Developer,Healthcare,Japan,High School,4,0.83,0.88,No,87946,Medium,28,37,Enterprise,High,4.36,No,2.85,Declining
AIJ-101779,Prompt Engineer,Manufacturing,Japan,High School,1,0.22,0.34,Yes,215125,High,7,56,Medium,Low,3.18,Yes,2.57,Stable
AIJ-101780,Data Scientist,Technology,UAE,Bachelor,5,0.28,0.32,No,215478,Medium,35,46,Startup,Moderate,2.47,Yes,4.39,Growing
AIJ-101781,Business Analyst,Technology,USA,High School,18,0.87,0.35,Yes,127552,Low,32,43,Startup,High,4.93,No,3.06,Stable
AIJ-101782,Robotics Engineer,Transportation,USA,Bachelor,9,0.42,0.58,No,174897,Medium,30,36,Startup,Low,4.14,No,2.41,Growing
AIJ-101783,Blockchain Developer,Manufacturing,UAE,Bachelor,10,0.42,0.36,Yes,61742,High,13,33,Enterprise,Moderate,3.19,No,2.44,Growing
AIJ-101784,Digital Marketer,Transportation,Pakistan,Bachelor,5,0.76,0.71,Hybrid,89943,Medium,37,38,Enterprise,Moderate,3.91,Yes,1.03,Declining
AIJ-101785,Financial Analyst,Education,UAE,Bachelor,7,0.29,0.48,No,184107,Medium,16,31,Medium,Low,2.85,No,2.23,Declining
AIJ-101786,Data Engineer,Finance,Canada,High School,19,0.76,0.32,Yes,184753,Medium,30,54,Startup,Moderate,4.68,Yes,3.42,Declining
AIJ-101787,Blockchain Developer,Energy,Japan,Master,6,0.86,0.64,Hybrid,36704,Low,24,44,Enterprise,Low,3.98,No,4.01,Stable
AIJ-101788,Prompt Engineer,Government,India,Bachelor,13,0.32,0.54,Hybrid,132795,Low,33,60,Enterprise,High,2.93,No,3.02,Growing
AIJ-101789,Machine Learning Engineer,Government,UAE,Bachelor,12,0.21,0.82,No,141981,High,38,57,Startup,Low,4.42,Yes,2.31,Growing
AIJ-101790,Teacher,Finance,UAE,High School,23,0.8,0.53,Hybrid,171635,Medium,19,35,Startup,High,4.04,No,3.55,Stable
AIJ-101791,Data Engineer,Technology,Australia,PhD,5,0.59,0.79,Hybrid,52789,High,14,54,Enterprise,High,3.56,No,4.77,Growing
AIJ-101792,Teacher,Manufacturing,Canada,PhD,19,0.07,0.39,Hybrid,200396,Medium,16,55,Startup,Low,4,No,1.19,Growing
AIJ-101793,UX Designer,Transportation,Australia,High School,25,0.07,0.51,Yes,79968,High,43,55,Startup,Moderate,4.9,Yes,3.53,Growing
AIJ-101794,Business Analyst,Healthcare,Singapore,Master,5,0.89,0.22,Yes,131071,Low,30,34,Startup,High,2.3,Yes,1.86,Declining
AIJ-101795,Cybersecurity Analyst,Finance,UAE,High School,5,0.74,0.67,Yes,76513,Low,25,49,Medium,Moderate,2.56,Yes,1.73,Stable
AIJ-101796,Data Scientist,Technology,USA,High School,20,0.49,0.45,Hybrid,180810,High,38,53,Startup,Moderate,3.13,No,4.37,Declining
AIJ-101797,IoT Specialist,Healthcare,Pakistan,High School,10,0.94,0.82,No,163775,High,21,39,Medium,High,2.35,No,4.91,Declining
AIJ-101798,AI Engineer,Government,Germany,High School,17,0.87,0.87,Hybrid,43953,Low,8,50,Enterprise,High,3.92,Yes,4.35,Declining
AIJ-101799,Business Analyst,Finance,India,High School,17,0.39,0.67,Yes,216171,Low,33,53,Medium,Low,4.13,No,1.64,Declining
AIJ-101800,Financial Analyst,Retail,UK,Bachelor,5,0.15,0.54,No,177849,Medium,33,30,Startup,High,4.27,No,2.78,Declining
AIJ-101801,Machine Learning Engineer,Manufacturing,Canada,Master,6,0.71,0.95,Hybrid,31850,Medium,45,38,Startup,Moderate,3.33,Yes,1.68,Declining
AIJ-101802,Data Scientist,Manufacturing,Germany,High School,19,0.82,0.42,Hybrid,206608,Medium,39,32,Startup,High,3.03,No,2.29,Stable
AIJ-101803,Blockchain Developer,Technology,Germany,PhD,16,0.2,0.43,No,158290,Medium,18,49,Medium,Low,4.2,Yes,4.98,Growing
AIJ-101804,Data Scientist,Healthcare,UAE,Bachelor,14,0.89,0.38,Yes,115897,Medium,31,49,Medium,Low,4.79,Yes,3.19,Growing
AIJ-101805,Cybersecurity Analyst,Education,India,High School,13,0.06,0.29,Yes,71327,Medium,24,30,Startup,High,3.79,No,1.12,Stable
AIJ-101806,UX Designer,Transportation,Canada,High School,14,0.11,0.57,Yes,216976,High,15,38,Enterprise,Moderate,4.82,No,3.27,Growing
AIJ-101807,Teacher,Technology,India,Master,17,0.28,0.24,Hybrid,203079,Low,5,47,Enterprise,High,2.36,Yes,4.66,Declining
AIJ-101808,HR Specialist,Manufacturing,UK,Master,18,0.41,0.55,No,48671,High,-9,33,Medium,Low,3.7,Yes,2.8,Stable
AIJ-101809,Business Analyst,Media,USA,Master,22,0.09,0.9,No,204451,Low,9,44,Enterprise,Low,3.32,Yes,2.29,Declining
AIJ-101810,Digital Marketer,Manufacturing,Singapore,PhD,5,0.29,0.65,No,154335,Low,29,49,Startup,Low,3.89,No,3.8,Growing
AIJ-101811,Product Manager,Energy,Australia,Bachelor,22,0.85,0.68,Hybrid,180818,High,9,54,Medium,Moderate,3.6,No,1.54,Stable
AIJ-101812,Software Developer,Education,Japan,High School,17,0.73,0.83,Hybrid,120912,High,16,51,Medium,Moderate,2.5,Yes,2.89,Stable
AIJ-101813,DevOps Engineer,Energy,Germany,Bachelor,8,0.62,0.24,Yes,57357,Low,6,52,Startup,Low,3.12,Yes,2.02,Growing
AIJ-101814,Machine Learning Engineer,Education,Germany,Master,14,0.77,0.62,Yes,139993,Medium,7,38,Medium,Moderate,4.4,Yes,3.96,Growing
AIJ-101815,UX Designer,Government,India,Master,18,0.13,0.28,No,119006,Medium,31,39,Startup,Low,3.9,No,1.72,Growing
AIJ-101816,DevOps Engineer,Retail,UAE,Bachelor,8,0.12,0.69,Hybrid,62248,Medium,8,35,Enterprise,High,4.64,No,1.69,Stable
AIJ-101817,Financial Analyst,Education,USA,High School,14,0.74,0.65,No,60999,Low,6,41,Enterprise,Low,4.39,Yes,4.43,Stable
AIJ-101818,Healthcare Analyst,Education,Canada,High School,23,0.78,0.64,Hybrid,98177,Low,-2,38,Medium,Moderate,4.71,Yes,3.97,Growing
AIJ-101819,Data Scientist,Energy,Australia,PhD,3,0.11,0.41,Hybrid,138989,Low,14,55,Enterprise,High,3.24,No,4.65,Growing
AIJ-101820,Prompt Engineer,Manufacturing,USA,PhD,2,0.59,0.75,No,39692,Medium,-5,41,Enterprise,Low,2.31,Yes,2.27,Declining
AIJ-101821,IoT Specialist,Finance,Singapore,PhD,25,0.87,0.8,Hybrid,79085,Low,30,34,Startup,Low,2.18,No,4.55,Stable
AIJ-101822,Teacher,Transportation,Singapore,Master,5,0.61,0.8,Yes,191975,Low,31,32,Medium,Low,2.83,No,1.55,Stable
AIJ-101823,DevOps Engineer,Healthcare,Pakistan,Master,5,0.2,0.76,Hybrid,169790,High,43,40,Enterprise,High,4.13,No,2.83,Stable
AIJ-101824,Healthcare Analyst,Manufacturing,UAE,PhD,18,0.5,0.67,No,37527,High,42,49,Enterprise,High,4.55,Yes,2.56,Stable
AIJ-101825,UX Designer,Media,Canada,Master,0,0.09,0.66,No,188661,Low,26,31,Startup,Moderate,4.92,No,3.97,Declining
AIJ-101826,Financial Analyst,Retail,UAE,PhD,0,0.06,0.69,No,85437,Medium,44,32,Startup,Low,2.17,No,1.52,Declining
AIJ-101827,UX Designer,Manufacturing,Japan,Master,1,0.14,0.22,Hybrid,64250,Medium,40,49,Enterprise,Low,2.96,No,1.96,Declining
AIJ-101828,DevOps Engineer,Manufacturing,Pakistan,PhD,7,0.9,0.46,No,147247,Medium,25,55,Enterprise,High,3.06,Yes,2.32,Declining
AIJ-101829,Cybersecurity Analyst,Transportation,Pakistan,Bachelor,5,0.76,0.87,No,43468,High,38,50,Startup,High,2.82,No,2.31,Declining
AIJ-101830,Teacher,Technology,UK,High School,7,0.84,0.95,Hybrid,177780,High,11,38,Startup,Moderate,2,No,4.04,Stable
AIJ-101831,Healthcare Analyst,Education,Singapore,Master,2,0.42,0.78,Hybrid,153151,Low,33,60,Enterprise,Moderate,3.13,Yes,2.33,Growing
AIJ-101832,AI Engineer,Media,Pakistan,Bachelor,0,0.44,0.33,No,101072,Low,3,38,Medium,Low,2.21,No,3.1,Declining
AIJ-101833,Business Analyst,Media,USA,Master,3,0.95,0.91,Hybrid,79438,High,-6,45,Startup,Moderate,2.14,Yes,1.81,Growing
AIJ-101834,Digital Marketer,Energy,Australia,High School,21,0.3,0.62,Yes,109000,High,-9,50,Enterprise,Low,2.26,No,4.64,Growing
AIJ-101835,DevOps Engineer,Transportation,UAE,PhD,14,0.57,0.93,Yes,157276,Medium,11,54,Medium,Moderate,2.93,No,2.2,Growing
AIJ-101836,UX Designer,Education,Pakistan,High School,3,0.6,0.84,Yes,212402,Low,14,49,Startup,High,2.95,Yes,1.94,Declining
AIJ-101837,Cybersecurity Analyst,Retail,Singapore,Master,10,0.9,0.26,Hybrid,125741,Low,19,30,Startup,Moderate,2.75,No,1.55,Stable
AIJ-101838,Robotics Engineer,Retail,Singapore,PhD,13,0.7,0.45,Yes,62321,Low,16,60,Medium,High,4.95,No,3.64,Stable
AIJ-101839,Machine Learning Engineer,Manufacturing,UK,High School,5,0.44,0.46,Yes,155301,High,41,54,Medium,High,3.86,No,2.85,Declining
AIJ-101840,HR Specialist,Government,India,Master,2,0.94,0.64,No,52185,High,36,40,Enterprise,High,2.2,No,2.25,Stable
AIJ-101841,Data Scientist,Retail,Canada,Master,5,0.18,0.85,No,31547,Low,44,53,Enterprise,Moderate,3.49,No,2.32,Stable
AIJ-101842,AI Engineer,Healthcare,India,PhD,14,0.74,0.67,Yes,120872,High,29,51,Startup,Moderate,3.47,No,4.61,Growing
AIJ-101843,IoT Specialist,Technology,UAE,Bachelor,8,0.67,0.73,Hybrid,150960,Medium,-8,51,Startup,Low,3.24,Yes,3.65,Declining
AIJ-101844,Financial Analyst,Retail,UK,Bachelor,4,0.48,0.87,Hybrid,157872,Medium,21,51,Enterprise,Moderate,4.76,No,3.72,Stable
AIJ-101845,DevOps Engineer,Energy,Canada,PhD,13,0.47,0.75,Hybrid,125631,High,9,31,Enterprise,Low,3.26,Yes,2.55,Stable
AIJ-101846,Digital Marketer,Education,Japan,Master,13,0.16,0.53,Yes,48809,Low,-2,38,Medium,Low,3.53,No,2.58,Stable
AIJ-101847,Blockchain Developer,Retail,Singapore,PhD,18,0.63,0.54,No,178768,High,9,46,Medium,High,4.26,No,3.96,Declining
AIJ-101848,HR Specialist,Finance,UK,Master,18,0.1,0.76,Hybrid,131890,Low,17,38,Startup,Low,2.01,Yes,1.54,Stable
AIJ-101849,DevOps Engineer,Education,UAE,High School,16,0.73,0.27,No,161703,High,12,37,Medium,Low,3.26,Yes,1.7,Declining
AIJ-101850,Prompt Engineer,Government,India,Bachelor,24,0.71,0.59,Hybrid,127966,High,9,55,Startup,Low,4.4,Yes,4.35,Growing
AIJ-101851,Robotics Engineer,Media,UK,PhD,9,0.23,0.37,Hybrid,63413,Medium,3,53,Medium,Low,4.05,Yes,4.15,Stable
AIJ-101852,Data Scientist,Energy,Japan,Master,16,0.06,0.39,Hybrid,171568,Medium,-2,51,Startup,High,3,Yes,3.84,Declining
AIJ-101853,Prompt Engineer,Energy,Australia,PhD,7,0.77,0.22,No,84813,High,36,60,Enterprise,Moderate,3.44,Yes,3.6,Declining
AIJ-101854,AI Engineer,Finance,Japan,Master,0,0.23,0.74,Yes,190198,Medium,13,36,Medium,High,4.07,Yes,3.64,Declining
AIJ-101855,Healthcare Analyst,Technology,Germany,High School,11,0.42,0.86,No,182580,High,19,47,Startup,Moderate,4.37,Yes,3.8,Stable
AIJ-101856,Teacher,Media,Germany,Bachelor,0,0.59,0.6,Hybrid,71936,Low,10,33,Medium,High,3.4,No,2.65,Growing
AIJ-101857,Financial Analyst,Finance,Singapore,Bachelor,4,0.42,0.48,Hybrid,138509,Medium,-4,56,Enterprise,High,2.98,No,3.83,Growing
AIJ-101858,UX Designer,Manufacturing,UAE,PhD,25,0.57,0.43,No,205873,Medium,-6,53,Startup,High,3.61,No,2.37,Stable
AIJ-101859,Product Manager,Education,UK,Bachelor,18,0.58,0.77,Hybrid,146287,High,37,55,Medium,High,4.27,No,4.23,Declining
AIJ-101860,Digital Marketer,Energy,USA,PhD,17,0.39,0.64,Yes,115768,Medium,-2,30,Enterprise,Low,2.09,Yes,4.71,Growing
AIJ-101861,DevOps Engineer,Energy,UAE,PhD,7,0.06,0.92,No,191953,Low,-9,36,Enterprise,Moderate,2.67,No,3.01,Stable
AIJ-101862,Financial Analyst,Energy,Pakistan,PhD,25,0.14,0.7,No,30658,Low,27,43,Medium,Moderate,2.1,No,2.56,Stable
AIJ-101863,UX Designer,Energy,Singapore,PhD,23,0.7,0.2,Yes,119579,High,32,31,Medium,High,4.9,No,3.14,Declining
AIJ-101864,DevOps Engineer,Finance,Pakistan,Master,15,0.92,0.83,Hybrid,140735,Low,33,31,Enterprise,Moderate,3.55,No,1.06,Declining
AIJ-101865,Data Scientist,Healthcare,Japan,High School,1,0.47,0.78,No,40717,Low,23,46,Medium,Moderate,3.18,Yes,3.52,Growing
AIJ-101866,Data Engineer,Government,India,High School,6,0.79,0.7,Yes,38502,High,23,40,Enterprise,Moderate,3.49,Yes,1.57,Declining
AIJ-101867,Machine Learning Engineer,Manufacturing,Canada,High School,2,0.89,0.63,Hybrid,96353,High,-8,36,Medium,High,2.9,Yes,3.31,Declining
AIJ-101868,AI Engineer,Education,UK,Bachelor,17,0.61,0.78,Hybrid,184567,High,18,51,Medium,Moderate,3.17,No,1.15,Growing
AIJ-101869,Data Scientist,Education,Japan,PhD,17,0.85,0.82,Yes,111197,High,19,39,Medium,High,4.1,Yes,1.09,Declining
AIJ-101870,Teacher,Transportation,USA,Bachelor,12,0.73,0.72,No,196104,Low,22,35,Startup,Moderate,2.37,No,3.24,Growing
AIJ-101871,DevOps Engineer,Technology,Pakistan,PhD,14,0.14,0.84,No,163524,Medium,21,32,Enterprise,Low,4.96,Yes,4.05,Declining
AIJ-101872,Financial Analyst,Media,Japan,Bachelor,7,0.34,0.55,Hybrid,38780,Low,3,43,Startup,Moderate,3.31,No,1.44,Growing
AIJ-101873,Cybersecurity Analyst,Education,Australia,Master,18,0.34,0.79,No,151984,Medium,6,52,Medium,Low,4.08,No,2.27,Stable
AIJ-101874,Data Engineer,Finance,Pakistan,Bachelor,23,0.93,0.43,No,165845,High,43,60,Enterprise,High,4.9,Yes,4.27,Stable
AIJ-101875,Digital Marketer,Media,Pakistan,High School,10,0.71,0.58,No,95445,Medium,8,53,Medium,Moderate,4.98,No,1.24,Stable
AIJ-101876,UX Designer,Energy,Pakistan,High School,5,0.94,0.88,No,88547,Medium,22,60,Medium,Low,2.75,No,3.99,Stable
AIJ-101877,Software Developer,Retail,Pakistan,PhD,1,0.19,0.44,No,124257,Low,10,57,Medium,High,3.41,Yes,2.61,Growing
AIJ-101878,Blockchain Developer,Healthcare,Australia,High School,21,0.95,0.78,Hybrid,68101,High,32,42,Startup,High,4.79,No,3.32,Stable
AIJ-101879,Data Engineer,Manufacturing,India,PhD,17,0.62,0.22,No,209445,High,1,43,Enterprise,Low,3.71,Yes,4.67,Growing
AIJ-101880,Digital Marketer,Finance,Singapore,High School,24,0.76,0.96,No,213945,Low,12,37,Enterprise,High,2.75,Yes,4.65,Stable
AIJ-101881,Product Manager,Education,Canada,Master,24,0.54,0.33,Yes,171235,Low,4,41,Medium,Low,2.08,Yes,3.02,Stable
AIJ-101882,Prompt Engineer,Manufacturing,UAE,High School,13,0.33,0.55,Hybrid,173304,High,35,43,Enterprise,Low,2.28,Yes,4.12,Stable
AIJ-101883,Healthcare Analyst,Energy,India,Bachelor,9,0.82,0.52,No,170573,Medium,-7,51,Enterprise,High,4.47,Yes,1.84,Growing
AIJ-101884,Prompt Engineer,Transportation,Germany,PhD,6,0.59,0.71,Yes,105885,Medium,2,37,Startup,High,2.88,Yes,1.41,Declining
AIJ-101885,Product Manager,Retail,UAE,Master,18,0.85,0.45,Yes,42871,High,-5,43,Startup,Moderate,4.56,Yes,4.43,Growing
AIJ-101886,DevOps Engineer,Education,Australia,PhD,5,0.69,0.74,Yes,131761,High,7,41,Medium,Moderate,2.22,Yes,3.13,Stable
AIJ-101887,Data Scientist,Media,India,PhD,2,0.12,0.86,Yes,196161,Medium,36,54,Medium,High,2.13,Yes,1.73,Stable
AIJ-101888,Healthcare Analyst,Education,Singapore,High School,23,0.62,0.55,No,190558,Low,9,38,Startup,Low,3.25,No,3.18,Stable
AIJ-101889,UX Designer,Finance,Germany,Bachelor,11,0.44,0.24,No,76582,High,6,57,Startup,Moderate,2.23,Yes,3.57,Declining
AIJ-101890,Data Scientist,Energy,Australia,PhD,3,0.65,0.22,No,120716,High,11,37,Startup,High,2.6,Yes,3,Declining
AIJ-101891,Machine Learning Engineer,Retail,Japan,Bachelor,5,0.78,0.33,Yes,174809,Low,22,60,Enterprise,High,2.22,Yes,1.19,Growing
AIJ-101892,DevOps Engineer,Government,Australia,Bachelor,10,0.54,0.29,Yes,71398,Medium,38,31,Medium,High,2.68,Yes,2.11,Growing
AIJ-101893,Machine Learning Engineer,Manufacturing,USA,Bachelor,15,0.1,0.85,No,210354,High,15,56,Startup,Low,3.68,No,2.18,Growing
